ProbeID,GSM2714567,GSM2714568,GSM2714569,GSM2714570,GSM2714571,GSM2714572,GSM2714573,GSM2714574,GSM2714575,GSM2714576,GSM2714577,GSM2714578,GSM2714579,GSM2714580,GSM2714581,GSM2714582,GSM2714583,GSM2714584,GSM2714585,GSM2714586,GSM2714587,GSM2714588,GSM2714589,GSM2714590,GSM2714591,GSM2714592,GSM2714593,GSM2714594,GSM2714595,GSM2714596,GSM2714597,GSM2714598,GSM2714599,GSM2714600,GSM2714601,GSM2714602,GSM2714603,GSM2714604,GSM2714605,GSM2714606,GSM2714607,GSM2714608,GSM2714609,GSM2714610,GSM2714611,GSM2714612,GSM2714613,GSM2714614,GSM2714615,GSM2714616,GSM2714617,GSM2714618,GSM2714619,GSM2714620,GSM2714621,GSM2714622,GSM2714623,GSM2714624,GSM2714625,GSM2714626,GSM2714627,GSM2714628,GSM2714629,GSM2714630,GSM2714631,GSM2714632,GSM2714633,GSM2714634,GSM2714635,GSM2714636,GSM2714637,GSM2714638,GSM2714639,GSM2714640,GSM2714641,GSM2714642,GSM2714643,GSM2714644,GSM2714645,GSM2714646,GSM2714647,GSM2714648,GSM2714649,GSM2714650,GSM2714651,GSM2714652,GSM2714653,GSM2714654,GSM2714655,GSM2714656,GSM2714657,GSM2714658,GSM2714659,GSM2714660,GSM2714661,GSM2714662,GSM2714663,GSM2714664,GSM2714665,GSM2714666,GSM2714667,GSM2714668
cg14456683,0.570916091,0.525140132,0.592781908,0.842236801,0.55410897,0.615916399,0.708144416,0.529081553,0.587752912,0.63788877,0.277672422,0.296397138,0.589303518,0.442374018,0.218789772,0.359184997,0.506377062,0.508949819,0.436818353,0.272081952,0.457589968,0.517751479,0.371853166,0.385493393,0.529221787,0.535653823,0.162704889,0.544686613,0.420348475,0.759454017,0.399624765,0.52274546,0.568220034,0.421650634,0.210956883,0.470501038,0.394188359,0.615144275,0.322240503,0.640359542,0.607509454,0.592209207,0.48954459,0.667771189,0.311359434,0.575217606,0.446482488,0.624486524,0.498727975,0.569407075,0.584122563,0.558441558,0.694268928,0.493918029,0.440721649,0.705456142,0.520026959,0.486279607,0.690014032,0.525634107,0.561656498,0.492673116,0.419539738,0.519428064,0.72785598,0.493185137,0.41160108,0.56342867,0.455185659,0.425887941,0.443144554,0.479687827,0.390007994,0.367616348,0.39876161,0.586168802,0.346104623,0.550042319,0.367766786,0.501810526,0.300789107,0.497196636,0.572861357,0.634128236,0.624190443,0.510028653,0.46715268,0.431355932,0.645290903,0.441517311,0.485002459,0.350156688,0.479305627,0.541884205,0.528142803,0.551249621,0.43080481,0.523163128,0.540887684,0.411034766,0.443982776,0.603049016
cg14473102,0.336101192,0.357226391,0.31485701,0.084216726,0.389316651,0.238825196,0.071906041,0.174966171,0.445753124,0.464337381,0.027786753,0.348764692,0.088741722,0.192573436,0.178246635,0.285832197,0.311220523,0.118554713,0.316259448,0.058476568,0.353186752,0.409751539,0.23202481,0.222840585,0.246031358,0.373925613,0.032068573,0.220794507,0.320873137,0.17451167,0.271856455,0.264777404,0.053195901,0.304491833,0.138456314,0.418526786,0.124716929,0.387482958,0.315996332,0.257555638,0.181034483,0.350482896,0.23604878,0.280590134,0.131651376,0.395925913,0.289159373,0.211165449,0.267014704,0.412255195,0.400877114,0.361005224,0.088317431,0.371918291,0.293549765,0.162424781,0.044964254,0.217917491,0.316666667,0.383795827,0.340149188,0.413995652,0.179113825,0.067206617,0.069973554,0.385857654,0.23900871,0.052147442,0.251677294,0.250047737,0.195069273,0.41172409,0.06778676,0.368029175,0.162448252,0.375690809,0.219846431,0.1061884,0.192038217,0.34875432,0.178635424,0.311773203,0.365107225,0.23410385,0.099193108,0.028702574,0.060185709,0.115160277,0.098570672,0.070825813,0.095158327,0.229308258,0.308855453,0.284895497,0.21699753,0.396127106,0.258911197,0.163347033,0.315426624,0.199759047,0.291182604,0.069993133
cg14717170,0.116626236,0.167798642,0.121648343,0.088986142,0.184623166,0.160742372,0.126911125,0.149100899,0.195615691,0.248170174,0.381384443,0.10168031,0.157569826,0.083004589,0.055396371,0.10129666,0.147244592,0.44295302,0.114593249,0.143172454,0.129686697,0.163222303,0.130501067,0.193555507,0.393856566,0.133155556,0.06772784,0.128191649,0.312818011,0.091467795,0.111321052,0.126073833,0.249950063,0.144170213,0.075242718,0.159794378,0.082156176,0.130539184,0.157488136,0.131080579,0.12383323,0.136705261,0.122417455,0.211282827,0.080679622,0.141902363,0.137076499,0.091767043,0.451288817,0.168667744,0.151511891,0.130864506,0.101123596,0.13197681,0.141283791,0.084022039,0.059575494,0.116456362,0.133716751,0.179941641,0.1225,0.169865431,0.1044505,0.272915984,0.0867266,0.161225177,0.099775665,0.174938272,0.379793061,0.135131064,0.131097945,0.170465808,0.085125271,0.116884373,0.102158793,0.141643059,0.101829421,0.10102233,0.069451932,0.16177752,0.083487162,0.122785259,0.160564426,0.127516123,0.374934835,0.576882204,0.072612336,0.090942095,0.091382253,0.068325404,0.085201377,0.106842629,0.138412101,0.160839161,0.125581804,0.215618809,0.133339327,0.103445082,0.140442237,0.094447008,0.124642569,0.145300296
cg14769207,0.245807945,0.30133206,0.225277187,0.087311863,0.259819967,0.196141269,0.084530452,0.157158152,0.400390807,0.439833646,0.095443465,0.204042211,0.085603579,0.189085096,0.145290625,0.19280042,0.333835928,0.615580417,0.284330231,0.103794685,0.301113873,0.367339022,0.249664381,0.170428542,0.149765815,0.313166645,0.073813015,0.168149466,0.452000146,0.121032073,0.200324824,0.182989559,0.079864694,0.210767864,0.151979493,0.35959534,0.131238155,0.391417476,0.276385532,0.214099484,0.149623637,0.272215355,0.211025922,0.221912351,0.178089611,0.296495957,0.305468912,0.150855615,0.244378018,0.396706771,0.312715442,0.30075859,0.488875155,0.346650819,0.35089652,0.134982046,0.093238822,0.278539958,0.182192394,0.330551114,0.274281308,0.378882245,0.147841483,0.149393574,0.112771356,0.320595711,0.162574309,0.089236479,0.179696831,0.225927414,0.15222989,0.365114438,0.09307238,0.360839299,0.170141458,0.352854441,0.194086684,0.151595012,0.176176593,0.298788853,0.170415119,0.372306477,0.323457268,0.232238043,0.107466326,0.605463242,0.154200972,0.232954545,0.159520925,0.134593918,0.187369646,0.18554458,0.354797084,0.288586914,0.243031995,0.454163729,0.277741056,0.164268521,0.287372224,0.23151995,0.225579942,0.134226048
cg14834938,0.233208114,0.265100671,0.206561023,0.456748609,0.239892183,0.201098607,0.093535469,0.629660887,0.370159933,0.377518987,0.733519108,0.214360666,0.100039541,0.154310818,0.09167632,0.184077564,0.246341088,0.624552691,0.226350926,0.056776557,0.258742028,0.305370844,0.170300889,0.456762749,0.594941597,0.279490446,0.071538068,0.245541838,0.580650584,0.710378528,0.197537933,0.21537219,0.544947402,0.209965991,0.103126062,0.330755664,0.115098396,0.304061749,0.234236651,0.2351182,0.142974124,0.272906891,0.222441778,0.319847328,0.141138299,0.311378632,0.267268009,0.163474462,0.149754362,0.313853415,0.25605007,0.284613229,0.102925626,0.311159978,0.278864844,0.172695285,0.073443983,0.184662577,0.209793285,0.25358264,0.241890503,0.331379936,0.154857326,0.106875668,0.088971763,0.348410318,0.148888534,0.06977104,0.520811004,0.234537152,0.219050311,0.333698031,0.092847125,0.253578732,0.119511441,0.250196078,0.204832662,0.183866667,0.144112181,0.338220551,0.164414414,0.311548294,0.284214382,0.236831838,0.108008658,0.06868282,0.095130603,0.123851852,0.112704572,0.658624849,0.570471141,0.184660767,0.237365803,0.258060591,0.208717625,0.343992794,0.228730159,0.129248107,0.257268079,0.162882883,0.238340697,0.100460829
cg14991487,0.11184868,0.184825353,0.22527783,0.100773291,0.236089673,0.259265499,0.153137271,0.425918909,0.357914812,0.303835238,0.58266601,0.282319534,0.089500662,0.161284292,0.352652077,0.154877508,0.147255003,0.070668873,0.226674871,0.053349001,0.209375823,0.153590157,0.117854002,0.312556846,0.247395833,0.187269724,0.294600551,0.394048693,0.262670678,0.679641731,0.394580817,0.108987342,0.252838893,0.111663376,0.456007773,0.189181535,0.288380037,0.155809314,0.309531925,0.171269921,0.10119094,0.196275261,0.189523509,0.4791735,0.334423685,0.203105549,0.209244816,0.154653703,0.265402844,0.196506869,0.121358572,0.176917075,0.473494724,0.216519396,0.261964588,0.106264925,0.389100655,0.263249211,0.139750079,0.111034196,0.204623236,0.155095144,0.258426234,0.122320034,0.150662951,0.272542595,0.222264753,0.05947842,0.175856444,0.151084918,0.120896417,0.192890827,0.075352355,0.271247922,0.392429697,0.162658196,0.316653341,0.138038457,0.053407492,0.13817877,0.125218568,0.133179841,0.13627878,0.129602681,0.064265756,0.054293363,0.10960554,0.089039146,0.100453583,0.403040432,0.382033123,0.283855904,0.147328859,0.136894825,0.214119953,0.217310253,0.156893132,0.207349377,0.145543097,0.154416192,0.200713489,0.129487417
cg15119027,0.317818503,0.299437497,0.505784918,0.889481877,0.218779979,0.250990099,0.489340788,0.456437335,0.309093424,0.327432707,0.077106695,0.16639889,0.701154567,0.410688071,0.156275148,0.243480762,0.242048501,0.697772147,0.225156684,0.414314782,0.220481109,0.308926126,0.15213054,0.515612903,0.67251881,0.34863468,0.079030849,0.600358581,0.538249179,0.815330087,0.3572684,0.547278922,0.604963476,0.126116437,0.072763655,0.302070814,0.09884387,0.3716547,0.155517192,0.603255341,0.588775772,0.367892288,0.340488044,0.542534439,0.327855969,0.344854703,0.20652737,0.627520799,0.591318025,0.438495538,0.376623893,0.389588356,0.744775315,0.28928173,0.233570197,0.656815386,0.626426659,0.293122024,0.203940004,0.432571214,0.370392946,0.27572112,0.402435616,0.419320368,0.170211454,0.254448316,0.186880536,0.552565785,0.492505422,0.193798097,0.166279546,0.274215033,0.070193073,0.272775284,0.130137886,0.388573822,0.16837759,0.219503165,0.179275038,0.365562733,0.139645105,0.318450129,0.380012434,0.605013468,0.678696158,0.653509423,0.573948091,0.185366461,0.189471943,0.563652981,0.527803163,0.163843662,0.260379031,0.275856404,0.402688265,0.271802894,0.229552136,0.170065215,0.319535487,0.216061185,0.188172043,0.322912067
cg15186181,0.316696741,0.234826074,0.455944002,0.882145703,0.166276347,0.196165797,0.728781937,0.714839445,0.31632338,0.325480213,0.541722296,0.122795369,0.529164263,0.374828146,0.060754846,0.200404012,0.528455756,0.651126495,0.150630759,0.376291268,0.213277482,0.234025974,0.132722401,0.503467655,0.601414081,0.366292372,0.035374291,0.571536395,0.486044273,0.757372654,0.379885233,0.581756496,0.451619917,0.14650582,0.059615295,0.281171584,0.069111038,0.404486718,0.135583049,0.631204964,0.576015812,0.306462875,0.323715327,0.561642412,0.305747208,0.365192031,0.129035216,0.589932404,0.554248237,0.45099112,0.43166117,0.399061584,0.695457163,0.245170749,0.212963731,0.70760573,0.554893033,0.325823585,0.303176014,0.462531238,0.422352226,0.210184025,0.552143157,0.552641087,0.744073889,0.203704546,0.158657295,0.53117565,0.543248043,0.162295531,0.174737154,0.268047146,0.05538235,0.293029926,0.348371212,0.404752828,0.187955043,0.235371901,0.209906148,0.343368391,0.081813381,0.321985234,0.368484629,0.594254466,0.615518408,0.617657813,0.386453016,0.181106257,0.66746896,0.541595925,0.422072631,0.142905491,0.228148893,0.236565758,0.439566834,0.220721613,0.215428857,0.260929879,0.325245484,0.113603916,0.14325549,0.152680159
cg15237923,0.270586795,0.248536109,0.278070104,0.551700985,0.241511058,0.31115015,0.54675402,0.542193299,0.311391834,0.339791022,0.403993984,0.133535903,0.172908589,0.308290155,0.127211879,0.208038475,0.308960448,0.390266613,0.189599172,0.196491592,0.195183655,0.282920014,0.187532576,0.355778811,0.357146507,0.298137141,0.073909791,0.270364818,0.38627564,0.522553047,0.319630134,0.187071975,0.257808946,0.184657766,0.102835338,0.2679024,0.245964947,0.310558472,0.151452803,0.333892452,0.233400311,0.295604544,0.298304348,0.195606595,0.201236199,0.303827656,0.187899426,0.355863399,0.408521524,0.345158243,0.329520279,0.230202063,0.577546858,0.259819393,0.219536757,0.504262678,0.117658396,0.250247581,0.270793817,0.407164153,0.339204284,0.258641801,0.326042518,0.350962665,0.561615512,0.258342493,0.248070269,0.365813149,0.38898951,0.262580173,0.265401056,0.285137587,0.192206968,0.23698392,0.339770696,0.319047292,0.188567498,0.241390941,0.210537861,0.282057213,0.129225689,0.28574786,0.302642191,0.369608966,0.456307113,0.471296703,0.302824115,0.228429801,0.445195226,0.165439599,0.334924212,0.196568978,0.257373912,0.284052445,0.303372456,0.298702248,0.197884028,0.126856803,0.296641586,0.184587052,0.186114596,0.233788146
cg15272362,0.217339824,0.196130787,0.477437634,0.857014572,0.16847597,0.164782833,0.473621238,0.686703543,0.243964592,0.23055857,0.389524161,0.12031416,0.633275178,0.433827648,0.091629419,0.172379379,0.603192851,0.688920016,0.155383307,0.373513888,0.190257441,0.185655082,0.093905424,0.426958008,0.632555753,0.216845231,0.09324837,0.535796194,0.342367234,0.738394023,0.267898482,0.408119724,0.646847499,0.074784725,0.084359108,0.225703906,0.079087075,0.249321804,0.10795172,0.614341365,0.653655309,0.320378675,0.238404599,0.612912815,0.305412125,0.276059267,0.132205863,0.523552247,0.50607781,0.321237797,0.283185147,0.480659594,0.711410092,0.21174022,0.131523578,0.731881914,0.569236063,0.159329703,0.169467158,0.509470429,0.285986181,0.186731128,0.558382343,0.582102076,0.820750738,0.227304929,0.140771536,0.545987346,0.44023617,0.144007777,0.146380019,0.239431944,0.092046396,0.178531379,0.461990441,0.289752077,0.113372201,0.15370623,0.166874682,0.249514748,0.079057569,0.225893958,0.204939734,0.542021832,0.609504965,0.613042298,0.565235703,0.176066246,0.565266948,0.475210371,0.578019243,0.118617736,0.238091917,0.187456446,0.292936831,0.199572101,0.16234184,0.583245336,0.259298005,0.145545438,0.154360762,0.096839608
cg15493780,0.283576303,0.225032979,0.317273606,0.634544107,0.302870284,0.345422842,0.627069712,0.533778966,0.32259932,0.36514456,0.159239557,0.152558886,0.44702661,0.208892439,0.092300277,0.19798717,0.375288374,0.429811239,0.187075151,0.148693763,0.151728087,0.285531519,0.198071259,0.270883223,0.251099062,0.326942969,0.089231656,0.297244858,0.290151783,0.542566275,0.249048795,0.227205187,0.331659655,0.228145825,0.093627913,0.236249113,0.1685306,0.289158525,0.158498053,0.552980132,0.581352834,0.341101357,0.303581055,0.290076336,0.197914435,0.31644224,0.202664063,0.432652661,0.392479065,0.347343736,0.362952317,0.37835198,0.435246882,0.274738159,0.202089224,0.563646844,0.474716013,0.287540598,0.340782123,0.344245572,0.298838437,0.269628364,0.285177139,0.440099098,0.124747717,0.283367222,0.2022278,0.451272243,0.349787234,0.239753044,0.286964448,0.300450422,0.163950215,0.197498587,0.248358167,0.381516898,0.166851695,0.230825314,0.177538199,0.281590675,0.141140556,0.241973147,0.291491911,0.442369796,0.408461054,0.438107796,0.179691269,0.312121457,0.535160249,0.286667468,0.169077388,0.184815055,0.254754889,0.298056156,0.341528455,0.25353943,0.249962253,0.254130485,0.339988984,0.197955343,0.189387356,0.342324984
cg15984718,0.155164307,0.141404118,0.275241258,0.720999405,0.183657494,0.148043777,0.58109878,0.489712664,0.214538717,0.245597425,0.518374649,0.109408804,0.487855084,0.334736321,0.084140407,0.130422882,0.436128145,0.4896,0.13694051,0.19815334,0.155180801,0.207185387,0.122478112,0.284617967,0.386457289,0.215798401,0.061255576,0.328891124,0.341704261,0.675109704,0.133230651,0.360063554,0.489660335,0.170906616,0.084742181,0.169459459,0.313330453,0.16610608,0.164768789,0.455239529,0.528045386,0.161280625,0.13625414,0.48414603,0.179006379,0.1827076,0.157181297,0.418925234,0.360698327,0.20267108,0.309061642,0.387109397,0.545522906,0.188170411,0.163873654,0.437477158,0.393854896,0.170060915,0.247183719,0.330142566,0.159407155,0.234120705,0.323345749,0.391655033,0.614288417,0.200806276,0.140918637,0.39884688,0.382562109,0.1829081,0.262144683,0.234406705,0.189076168,0.147482876,0.310601048,0.201631753,0.134882355,0.147693678,0.194935093,0.228744939,0.124349753,0.166256784,0.262079485,0.351929353,0.447780374,0.448503323,0.385931299,0.2293858,0.544024249,0.387202552,0.39237085,0.152526395,0.187507844,0.258998261,0.201093676,0.246707638,0.15853101,0.415271911,0.276968181,0.108272633,0.170553077,0.151876256
cg16023545,0.234635748,0.309280607,0.208895228,0.096604349,0.239888836,0.220953909,0.088468659,0.131528683,0.350656906,0.325194115,0.136012461,0.21674051,0.089967094,0.201639433,0.111773859,0.231055901,0.278574755,0.445784392,0.248713318,0.293289794,0.292966334,0.308879551,0.280545597,0.468050096,0.21802935,0.299900365,0.036703415,0.175582348,0.230503597,0.650091688,0.176301206,0.212119608,0.552242128,0.207154824,0.118396981,0.306681009,0.144332592,0.314954362,0.246636302,0.203564243,0.153371711,0.290153846,0.229787234,0.201428571,0.196027887,0.302750205,0.25711725,0.447488147,0.483206215,0.353912853,0.291561228,0.294365396,0.596838888,0.322075242,0.290991575,0.171008309,0.059387948,0.21227282,0.250891795,0.25394744,0.301813547,0.33616572,0.124086149,0.3984681,0.063953488,0.329446341,0.147021706,0.492389864,0.329800121,0.277123552,0.193854623,0.394383959,0.112367055,0.309391103,0.252238411,0.323620773,0.254091453,0.135012136,0.146341463,0.326009115,0.184113965,0.201556799,0.262176649,0.200102749,0.545329038,0.538887154,0.114111922,0.15111899,0.117088608,0.497764485,0.442411147,0.217757472,0.311112106,0.282651715,0.22412331,0.365035396,0.235223617,0.135476813,0.262035225,0.173832245,0.244889653,0.215375767
cg16033053,0.255310823,0.274648313,0.504243467,0.786531415,0.196377453,0.207472096,0.646278317,0.599502841,0.368945697,0.352796558,0.482536978,0.244935646,0.644944724,0.162559447,0.105263158,0.178413595,0.223445776,0.614933507,0.194033209,0.464559297,0.241713916,0.323559956,0.18633491,0.526177917,0.603717499,0.340462662,0.066859938,0.559049571,0.52216364,0.679856584,0.355209348,0.456315457,0.05536832,0.192704685,0.084969008,0.346124865,0.268174381,0.381383891,0.210399776,0.577315774,0.226554326,0.380360574,0.297119106,0.127641178,0.20142487,0.341430069,0.200593252,0.548599237,0.541146111,0.410501305,0.350554785,0.250231192,0.63768234,0.283218554,0.245669373,0.550561379,0.611724788,0.247344007,0.20140155,0.504548144,0.438560253,0.333127494,0.539205649,0.472164865,0.63132179,0.266094015,0.271775504,0.539450403,0.523801047,0.212720086,0.269726713,0.306682525,0.164417815,0.292784765,0.452509653,0.423408787,0.172498386,0.262271966,0.317420295,0.1903803,0.110690941,0.207177161,0.255669009,0.529945664,0.572002838,0.575287046,0.485532495,0.158162735,0.390716739,0.421177513,0.566052934,0.205163644,0.264887339,0.242433197,0.395385061,0.319248649,0.195674815,0.0968319,0.24167677,0.12575271,0.232919384,0.124946804
cg16523380,0.126705164,0.147563935,0.124636511,0.023489933,0.143737929,0.104530478,0.038897315,0.09370352,0.204158536,0.279608405,0.033834586,0.132232001,0.034711011,0.126160844,0.043637212,0.110316514,0.231713915,0.071031294,0.157570784,0.055194202,0.140797477,0.197449056,0.119169876,0.092646555,0.098810848,0.167845258,0.027627302,0.091995309,0.142740317,0.075694979,0.110403397,0.120569211,0.035175183,0.096946937,0.062588125,0.174713193,0.097922357,0.168802348,0.157805189,0.152069297,0.089789837,0.172743657,0.142180451,0.199738985,0.116105417,0.168615348,0.174044398,0.109849087,0.123852445,0.298362566,0.175140824,0.206288002,0.089332036,0.200541835,0.161579476,0.089960312,0.037796686,0.212508014,0.141448295,0.203072812,0.155869196,0.266775666,0.080691425,0.08378476,0.051035439,0.243026254,0.071132232,0.03476774,0.106665729,0.149802644,0.103062346,0.24138578,0.076788378,0.186852447,0.104800346,0.246686779,0.111572811,0.083265401,0.111543909,0.240447201,0.094040274,0.213363279,0.156710976,0.182955434,0.079225685,0.043337543,0.086761246,0.133333333,0.094374236,0.058672672,0.078907676,0.174220592,0.198147697,0.21192572,0.196217213,0.26838799,0.193266833,0.16184685,0.188034188,0.137679336,0.179021138,0.090894844
cg16800165,0.237587084,0.280471743,0.468447281,0.73430127,0.291965044,0.383914176,0.55595158,0.544717784,0.32727672,0.265545915,0.289993936,0.123743842,0.492875485,0.345601862,0.135920074,0.22455039,0.289677937,0.436369913,0.173219687,0.159984759,0.244095831,0.208476682,0.197151286,0.29209888,0.461136364,0.22836612,0.062061772,0.340519687,0.271039332,0.629965821,0.349624255,0.264149829,0.48660556,0.219685227,0.090961997,0.367763581,0.106666667,0.441187667,0.167666199,0.415852334,0.422964003,0.267521902,0.387587622,0.456691012,0.186043667,0.337102226,0.257463772,0.464430677,0.387372575,0.418160982,0.475078468,0.479767948,0.598407118,0.328090262,0.25610998,0.429586563,0.328408466,0.310066165,0.313956418,0.365698551,0.366408115,0.328292496,0.283285509,0.381757675,0.647500507,0.306968464,0.272075331,0.427608211,0.320648533,0.16987582,0.257667596,0.361023051,0.222650656,0.237405781,0.325485755,0.500079269,0.198352687,0.173967722,0.157290408,0.39333948,0.102882835,0.254634043,0.326405984,0.474592385,0.464212184,0.451002097,0.338132114,0.269778756,0.500816041,0.346172442,0.287683565,0.190382778,0.197618373,0.318457269,0.350911655,0.44775962,0.237640005,0.203709605,0.258798544,0.128200098,0.16168017,0.351945578
cg17037282,0.256633499,0.333300791,0.265912857,0.540093396,0.304988566,0.251341527,0.107436399,0.581097941,0.393781664,0.406787634,0.73691363,0.294384846,0.155203006,0.197721653,0.16276958,0.199950507,0.290052452,0.6057986,0.295938882,0.096263079,0.30848816,0.381565528,0.218253304,0.537395933,0.561958493,0.315885981,0.084756417,0.374466065,0.637029774,0.665949854,0.222182691,0.238170874,0.570671804,0.254149637,0.122711149,0.377176382,0.118310193,0.320766715,0.28028055,0.226203474,0.182239621,0.307363745,0.257318797,0.264849885,0.168019395,0.305304648,0.305342223,0.17284934,0.189741792,0.367165785,0.289406899,0.29971688,0.151898734,0.326135281,0.300353998,0.172041927,0.118136663,0.231799949,0.216107247,0.299828875,0.293569999,0.384792423,0.179947507,0.149879808,0.106311523,0.405707584,0.183440118,0.148105864,0.532334835,0.245321365,0.258616288,0.375887596,0.142776524,0.326405868,0.164899882,0.319127227,0.226222879,0.197814012,0.18518112,0.36060057,0.205216136,0.383440986,0.352797496,0.273084651,0.150019949,0.09345141,0.124960187,0.163360671,0.157044377,0.60029548,0.570126414,0.224718009,0.277691778,0.345167016,0.2643635,0.388618359,0.304728903,0.195564516,0.299502037,0.204962939,0.297313344,0.122508954
cg17076890,0.25121548,0.251703157,0.432342007,0.465267014,0.305621238,0.32104082,0.231862337,0.212245751,0.390363394,0.388433199,0.289156627,0.184441183,0.445187368,0.201776444,0.159455894,0.205914017,0.248494088,0.533685938,0.231343572,0.35105364,0.25737312,0.31361308,0.243954401,0.416597478,0.448750203,0.291542897,0.098727103,0.453483008,0.397497594,0.712807991,0.289529965,0.478875255,0.309018185,0.275196507,0.136480169,0.291752966,0.406772978,0.316094049,0.237926921,0.455244498,0.614224623,0.328620507,0.264689399,0.501796908,0.156023798,0.310699504,0.248526247,0.500219459,0.457744553,0.334686431,0.32532731,0.282505008,0.588845527,0.258894607,0.251240415,0.356638039,0.519375283,0.283002065,0.254825926,0.286172221,0.349260975,0.295567174,0.431813126,0.3970156,0.470495258,0.324916182,0.239486606,0.512933783,0.485291049,0.256751705,0.283762431,0.291133169,0.219522009,0.263281655,0.279173838,0.343523762,0.239602503,0.241716949,0.188777936,0.255015221,0.17762858,0.263488262,0.275890782,0.378480373,0.522829879,0.504510365,0.164683782,0.247593668,0.133365477,0.356465452,0.507647007,0.231184939,0.265383746,0.294180197,0.294918591,0.342190849,0.234493411,0.198786116,0.274800324,0.208158791,0.252570487,0.263312016
cg17152757,0.291134153,0.259821511,0.423819136,0.686243882,0.291662678,0.319696084,0.681318681,0.505065986,0.352224947,0.389132198,0.282267299,0.147242422,0.446243169,0.318693604,0.085562603,0.184478909,0.330586348,0.585173817,0.204242377,0.184864285,0.209137456,0.266367248,0.187942486,0.259341925,0.491170966,0.355232352,0.081746725,0.408764122,0.328259882,0.654128171,0.269615268,0.389922218,0.499391398,0.192819043,0.104321772,0.276967122,0.148820961,0.356774415,0.159558199,0.571552222,0.457039992,0.343357993,0.283609141,0.532788239,0.183525186,0.336544906,0.189853692,0.488225441,0.377815797,0.368835515,0.37384506,0.373691487,0.642759961,0.237002806,0.167047495,0.692292312,0.360094024,0.248205742,0.326410658,0.33546004,0.373153229,0.304493738,0.280085099,0.339443038,0.687518737,0.254664427,0.196537242,0.45188805,0.392999918,0.281111658,0.242668749,0.27176193,0.127849731,0.195854712,0.213567233,0.407275177,0.167816558,0.27065978,0.197080908,0.291808609,0.134130042,0.229287921,0.295844875,0.448328635,0.529154837,0.432143178,0.40041446,0.256053347,0.484941226,0.335067481,0.376307164,0.1816588,0.231495468,0.275114412,0.317927261,0.313957877,0.24914505,0.314154606,0.321307931,0.193816794,0.20101641,0.168621701
cg17339147,0.177943873,0.180085367,0.197382298,0.558900572,0.200651336,0.204272363,0.388573328,0.439206694,0.269430521,0.273150132,0.505950314,0.116897693,0.500974144,0.255468847,0.104942509,0.167469662,0.150095015,0.487529116,0.150554204,0.360575644,0.19379588,0.229809791,0.132175567,0.365920788,0.451027506,0.233742238,0.054426503,0.427127899,0.386932211,0.622512376,0.274491734,0.284548357,0.412394396,0.17212882,0.079883003,0.231654006,0.311830453,0.264954397,0.162595346,0.41114936,0.159137826,0.242294572,0.240432587,0.480898675,0.257339087,0.269688606,0.173392547,0.36269929,0.467887551,0.263819363,0.255724271,0.199641384,0.584698876,0.206178183,0.201643315,0.384080058,0.39982412,0.204579905,0.182842548,0.278163265,0.259388461,0.219007131,0.332549146,0.509588764,0.619101377,0.238161388,0.204077068,0.501994498,0.456558112,0.206110495,0.273855725,0.231694607,0.118177016,0.187578642,0.258881474,0.280507048,0.185033767,0.239067198,0.152917649,0.200963662,0.140086822,0.208379652,0.225014278,0.418980583,0.472869334,0.47202402,0.361863519,0.133273614,0.337894629,0.426235879,0.439896567,0.152358411,0.204670993,0.205423488,0.273950784,0.250832778,0.17577848,0.157115523,0.197631425,0.155595819,0.204037637,0.213306167
cg17371081,0.309206855,0.284136335,0.607287691,0.852149573,0.316745331,0.353867433,0.770487203,0.700715075,0.42742263,0.437656904,0.755901412,0.106068816,0.707420856,0.391885293,0.116044956,0.233612116,0.621939806,0.648016591,0.175356921,0.403698692,0.220423955,0.302828903,0.239084967,0.492921419,0.642971388,0.370832601,0.097739096,0.619052409,0.519649648,0.788610503,0.453835731,0.608410319,0.36149866,0.18424408,0.10185567,0.30192687,0.4476951,0.391494722,0.179730557,0.631324784,0.585415146,0.358910461,0.40361965,0.663055659,0.402986061,0.405229959,0.222204095,0.625571861,0.566329736,0.452236159,0.439017567,0.428178694,0.676657061,0.268802514,0.255730143,0.723274658,0.657868671,0.322332233,0.425211793,0.504963778,0.436264053,0.300782076,0.538325187,0.602650546,0.769541261,0.309804763,0.280410106,0.583659233,0.540022422,0.325977619,0.374663798,0.266517952,0.142355403,0.266377649,0.550487465,0.42958469,0.29433032,0.352091212,0.197177044,0.351338381,0.144584289,0.319486955,0.338860207,0.59763052,0.62455389,0.597041556,0.556882792,0.233643087,0.69478071,0.472277464,0.54127321,0.200423985,0.286399837,0.338074588,0.393221645,0.3422557,0.280639213,0.592505368,0.374514264,0.159158213,0.226214136,0.425922436
